Inserted 5109 records into 'uplinks'.

--- 1. Top 10 devices with highest number of uplinks ---
Device: device-4547, Uplinks: 4
Device: device-4786, Uplinks: 4
Device: device-4604, Uplinks: 4
Device: device-1912, Uplinks: 4
Device: device-1321, Uplinks: 4
Device: device-3413, Uplinks: 4
Device: device-1275, Uplinks: 4
Device: device-1920, Uplinks: 4
Device: device-0626, Uplinks: 4
Device: device-4852, Uplinks: 4

--- 2. Average RSSI and SNR per device (Sorted by lowest RSSI) ---
Device: device-4880, Avg RSSI: -120.00, Avg SNR: 7.57
Gateway: stock-career-career, Avg Temp: 47.04, Avg Humidity: 63.85
Gateway: agree-west-beyond, Avg Temp: 11.25, Avg Humidity: 66.85
Gateway: truth-bar-behind, Avg Temp: 25.02, Avg Humidity: 21.95
Gateway: talk-child-center, Avg Temp: 10.58, Avg Humidity: 51.48
Gateway: claim-activity-wall, Avg Temp: -4.36, Avg Humidity: 24.35
Gateway: reach-trial-popular, Avg Temp: 16.95, Avg Humidity: 29.66
Gateway: long-be-me-key, Avg Temp: 11.77, Avg Humidity: 45.12
Gateway: number-hold, Avg Temp: -3.55, Avg Humidity: 21.43
Gateway: exactly-understand, Avg Temp: 12.40, Avg Humidity: 68.26
Gateway: nothing-argue-area, Avg Temp: 29.27, Avg Humidity: 55.26
Gateway: often-prevent-their, Avg Temp: -6.18, Avg Humidity: 75.25
Gateway: voice-attack-well, Avg Temp: 44.76, Avg Humidity: 89.83
Gateway: interesting-exist, Avg Temp: -3.59, Avg Humidity: 10.38
Gateway: enter-exist-paper, Avg Temp: 11.37, Avg Humidity: 41.71
Gateway: however-tree-itself, Avg Temp: -8.75, Avg Humidity: 23.23
Gateway: reveal-no-military, Avg Temp: 34.06, Avg Humidity: 28.04
Gateway: answer-state-dinner, Avg Temp: -1.54, Avg Humidity: 89.68
Gateway: sit-myself-learn, Avg Temp: 3.64, Avg Humidity: 26.48
Gateway: least-claim-medical, Avg Temp: -9.53, Avg Humidity: 45.41
Gateway: arm-effect-seem, Avg Temp: 8.29, Avg Humidity: 12.85
Gateway: watch-cold-material, Avg Temp: -2.36, Avg Humidity: 47.79
Gateway: page-event-dinner, Avg Temp: 44.62, Avg Humidity: 86.66
Gateway: develop-agree-hear, Avg Temp: 13.43, Avg Humidity: 16.04
Gateway: style-miss-your, Avg Temp: -1.18, Avg Humidity: 63.57
Gateway: former-voice-seek, Avg Temp: -9.32, Avg Humidity: 83.86
Gateway: down-prove-sister, Avg Temp: 36.72, Avg Humidity: 84.45
Gateway: ask-really-describe, Avg Temp: 27.92, Avg Humidity: 33.78
Gateway: individual-here, Avg Temp: 28.57, Avg Humidity: 59.11
Gateway: theory-pretty-name, Avg Temp: -3.90, Avg Humidity: 64.35
Gateway: role-his-treat-head, Avg Temp: 16.30, Avg Humidity: 47.93
Gateway: rule-company-old-by, Avg Temp: 23.77, Avg Humidity: 75.97
Gateway: course-per-bar, Avg Temp: 48.09, Avg Humidity: 88.62
Gateway: though-call-do, Avg Temp: 28.56, Avg Humidity: 13.83
Gateway: fall-perhaps-head, Avg Temp: 28.23, Avg Humidity: 18.77
Gateway: history-support, Avg Temp: 22.42, Avg Humidity: 87.10
Gateway: style-boy-should, Avg Temp: 3.96, Avg Humidity: 63.53
Gateway: you-heavy-newspaper, Avg Temp: 44.07, Avg Humidity: 15.93
Gateway: four-successful, Avg Temp: 6.42, Avg Humidity: 43.14
Gateway: successful-field, Avg Temp: 11.50, Avg Humidity: 81.72
Gateway: born-white-method, Avg Temp: 33.36, Avg Humidity: 40.17
Gateway: ago-real-world, Avg Temp: 9.96, Avg Humidity: 72.46
Gateway: sense-type-partner, Avg Temp: 41.97, Avg Humidity: 55.78
Gateway: off-stand-side, Avg Temp: 2.42, Avg Humidity: 51.27
Gateway: statement-level-per, Avg Temp: 31.00, Avg Humidity: 86.54
Gateway: against-party-grow, Avg Temp: 38.18, Avg Humidity: 65.88
Gateway: rule-minute-shake, Avg Temp: -6.24, Avg Humidity: 50.31
Gateway: her-high-management, Avg Temp: -2.49, Avg Humidity: 46.80
Gateway: data-south-coach, Avg Temp: 31.57, Avg Humidity: 33.85
Gateway: better-parent-class, Avg Temp: 28.03, Avg Humidity: 69.62
Gateway: as-allow-free-far, Avg Temp: 37.18, Avg Humidity: 24.99
Gateway: beautiful-writer, Avg Temp: 13.41, Avg Humidity: 67.17
Gateway: anything-mission, Avg Temp: 15.85, Avg Humidity: 86.23
Gateway: sell-big-you-all, Avg Temp: 23.34, Avg Humidity: 62.71
Gateway: man-public-apply, Avg Temp: 5.59, Avg Humidity: 71.77
Gateway: nice-set-race-bank, Avg Temp: 26.97, Avg Humidity: 22.74
Gateway: carry-focus-partner, Avg Temp: 18.93, Avg Humidity: 16.04
Gateway: hand-show-recently, Avg Temp: 13.42, Avg Humidity: 76.08
Gateway: low-poor-along, Avg Temp: -7.48, Avg Humidity: 47.60
Gateway: stock-pay-fall-door, Avg Temp: -0.40, Avg Humidity: 83.89
Gateway: degree-four-never, Avg Temp: 48.18, Avg Humidity: 37.24
Gateway: why-any-what-throw, Avg Temp: 43.21, Avg Humidity: 69.52
Gateway: successful-as, Avg Temp: 47.20, Avg Humidity: 54.07
Gateway: yet-economy-allow, Avg Temp: -8.65, Avg Humidity: 75.86
Gateway: move-year-sign, Avg Temp: 0.37, Avg Humidity: 56.51
Gateway: drop-such-strong, Avg Temp: 3.68, Avg Humidity: 15.97
Gateway: everyone-serious, Avg Temp: 22.54, Avg Humidity: 89.75
Gateway: debate-trade, Avg Temp: -8.51, Avg Humidity: 81.28
Gateway: heart-notice-east, Avg Temp: 16.05, Avg Humidity: 83.81
Gateway: college-ever, Avg Temp: 6.30, Avg Humidity: 60.38
Gateway: section-would-since, Avg Temp: 35.42, Avg Humidity: 16.88
Gateway: before-hear-around, Avg Temp: 27.07, Avg Humidity: 24.37
Gateway: plan-partner, Avg Temp: 16.58, Avg Humidity: 25.31
Gateway: item-force-figure, Avg Temp: -0.21, Avg Humidity: 57.92
Gateway: impact-foreign, Avg Temp: 9.02, Avg Humidity: 36.32
Gateway: two-kind, Avg Temp: 20.00, Avg Humidity: 38.24
Gateway: across-their-list, Avg Temp: 12.31, Avg Humidity: 81.10
Gateway: research-which, Avg Temp: 13.19, Avg Humidity: 81.11
Gateway: world-role-subject, Avg Temp: -7.69, Avg Humidity: 37.74
Gateway: crime-culture-claim, Avg Temp: -9.13, Avg Humidity: 23.63
Gateway: inside-threat-box, Avg Temp: 41.16, Avg Humidity: 73.59
Gateway: indicate-feel, Avg Temp: 14.85, Avg Humidity: 33.04
Gateway: matter-history-more, Avg Temp: 47.79, Avg Humidity: 45.52
Gateway: other-son-tonight, Avg Temp: 3.20, Avg Humidity: 11.48
Gateway: care-song-large, Avg Temp: 34.60, Avg Humidity: 67.54
Gateway: fine-become-very, Avg Temp: 18.48, Avg Humidity: 75.30
Gateway: girl-sign, Avg Temp: 22.40, Avg Humidity: 64.07
Gateway: change-hit-likely, Avg Temp: 31.30, Avg Humidity: 74.84
Gateway: party-itself-want, Avg Temp: 6.46, Avg Humidity: 48.31
Gateway: guy-west-off-why, Avg Temp: -0.71, Avg Humidity: 46.76
Gateway: small-couple, Avg Temp: 3.22, Avg Humidity: 35.42
Gateway: wish-meet-color, Avg Temp: 39.14, Avg Humidity: 58.21
Gateway: total-peace, Avg Temp: 3.21, Avg Humidity: 65.84
Gateway: manager-study, Avg Temp: 41.88, Avg Humidity: 14.83
Gateway: foreign-recognize, Avg Temp: -2.45, Avg Humidity: 42.22
Gateway: play-cut-look, Avg Temp: 34.83, Avg Humidity: 76.49
Gateway: simple-up-speech, Avg Temp: 15.32, Avg Humidity: 77.33
Gateway: while-pull-real, Avg Temp: 1.80, Avg Humidity: 33.30
Gateway: that-step-response, Avg Temp: 46.47, Avg Humidity: 27.89
Gateway: wear-give-already, Avg Temp: 41.50, Avg Humidity: 60.40
Gateway: prove-church-than, Avg Temp: -3.83, Avg Humidity: 50.45
Gateway: player-recent, Avg Temp: 44.43, Avg Humidity: 18.14
Gateway: participant-me-as, Avg Temp: 10.69, Avg Humidity: 81.35
Gateway: wall-what, Avg Temp: 48.84, Avg Humidity: 11.58
Gateway: will-fear-like, Avg Temp: 42.31, Avg Humidity: 12.97
Gateway: effort-movie, Avg Temp: 7.62, Avg Humidity: 21.85
Gateway: hot-body-trade-put, Avg Temp: 13.41, Avg Humidity: 63.17
Gateway: mention-teacher, Avg Temp: 31.59, Avg Humidity: 11.73
Gateway: leader-camera, Avg Temp: 31.10, Avg Humidity: 18.21
Gateway: family-cell-age, Avg Temp: -4.26, Avg Humidity: 70.83
Gateway: involve-issue-while, Avg Temp: 9.45, Avg Humidity: 15.18
Gateway: two-away-take, Avg Temp: 2.17, Avg Humidity: 72.70
Gateway: director-whom-ball, Avg Temp: 16.68, Avg Humidity: 70.42
Gateway: blue-serve-summer, Avg Temp: 27.36, Avg Humidity: 19.69
Gateway: game-plan-situation, Avg Temp: 47.22, Avg Humidity: 27.95
Gateway: should-near-clearly, Avg Temp: 16.38, Avg Humidity: 47.93
Gateway: model-dog-radio, Avg Temp: 10.76, Avg Humidity: 40.62
Gateway: so-can-three-become, Avg Temp: 20.31, Avg Humidity: 78.03
Gateway: chance-system-none, Avg Temp: 35.77, Avg Humidity: 59.60
Gateway: certain-north, Avg Temp: 25.67, Avg Humidity: 43.84
Gateway: sing-affect, Avg Temp: 14.07, Avg Humidity: 80.83
Gateway: fire-authority-from, Avg Temp: 32.12, Avg Humidity: 29.09
Gateway: soon-republican, Avg Temp: 46.35, Avg Humidity: 46.39
Gateway: yeah-kind-paper-put, Avg Temp: 23.85, Avg Humidity: 77.04
Gateway: us-defense-officer, Avg Temp: 12.85, Avg Humidity: 69.02
Gateway: daughter-matter, Avg Temp: 32.23, Avg Humidity: 74.15
Gateway: benefit-even, Avg Temp: 33.39, Avg Humidity: 42.52
Gateway: then-choice-choose, Avg Temp: 40.04, Avg Humidity: 72.75
Gateway: term-large-medical, Avg Temp: 30.11, Avg Humidity: 21.82
Gateway: enough-body-while, Avg Temp: 41.65, Avg Humidity: 48.24
Gateway: mother-meeting, Avg Temp: 33.16, Avg Humidity: 53.56
Gateway: watch-experience, Avg Temp: 19.71, Avg Humidity: 49.40
Gateway: should-recent-local, Avg Temp: 10.50, Avg Humidity: 21.70
Gateway: ability-well, Avg Temp: 20.52, Avg Humidity: 34.07
Gateway: month-card-high, Avg Temp: 5.52, Avg Humidity: 37.39
Gateway: likely-appear-arm, Avg Temp: 16.24, Avg Humidity: 12.76
Gateway: cultural-article, Avg Temp: 42.39, Avg Humidity: 14.46
Gateway: inside-different, Avg Temp: -3.79, Avg Humidity: 39.33
Gateway: reality-draw-bit, Avg Temp: -8.73, Avg Humidity: 69.31
Gateway: answer-probably, Avg Temp: 24.85, Avg Humidity: 78.19
Gateway: quality-talk-we, Avg Temp: -8.98, Avg Humidity: 85.63
Gateway: parent-newspaper, Avg Temp: 3.56, Avg Humidity: 27.67
Gateway: tax-hot-hospital, Avg Temp: 40.41, Avg Humidity: 13.60
Gateway: need-those-writer, Avg Temp: -7.90, Avg Humidity: 80.93
Gateway: respond-be-skill, Avg Temp: 28.68, Avg Humidity: 68.12
Gateway: open-full-industry, Avg Temp: 32.26, Avg Humidity: 80.10
Gateway: teach-board-total, Avg Temp: 22.83, Avg Humidity: 71.14
Gateway: include-family-car, Avg Temp: 26.72, Avg Humidity: 60.59
Gateway: behavior-of-market, Avg Temp: -6.47, Avg Humidity: 45.19
Gateway: government-assume, Avg Temp: 15.57, Avg Humidity: 55.21
Gateway: prepare-floor-main, Avg Temp: 0.77, Avg Humidity: 84.01
Gateway: song-girl-yes, Avg Temp: 45.25, Avg Humidity: 78.10
Gateway: of-course-produce, Avg Temp: 14.94, Avg Humidity: 80.66
Gateway: food-show-benefit, Avg Temp: 28.78, Avg Humidity: 83.97
Gateway: officer-any, Avg Temp: 7.42, Avg Humidity: 27.08
Gateway: day-citizen-push, Avg Temp: 34.54, Avg Humidity: 87.02
Gateway: material-factor-up, Avg Temp: -4.40, Avg Humidity: 74.87
Gateway: build-few, Avg Temp: 21.56, Avg Humidity: 35.55
Gateway: toward-picture, Avg Temp: 30.51, Avg Humidity: 10.03
Gateway: language-professor, Avg Temp: 3.73, Avg Humidity: 39.04
Gateway: itself-leave-win, Avg Temp: -4.89, Avg Humidity: 63.85
Gateway: general-vote-during, Avg Temp: 10.21, Avg Humidity: 50.27
Gateway: hundred-find-quite, Avg Temp: 10.77, Avg Humidity: 39.57
Gateway: option-moment-left, Avg Temp: -9.43, Avg Humidity: 41.68
Gateway: participant-draw, Avg Temp: 6.57, Avg Humidity: 29.25
Gateway: still-art-something, Avg Temp: 30.34, Avg Humidity: 84.75
Gateway: physical-raise-mind, Avg Temp: 36.55, Avg Humidity: 77.27
Gateway: religious-land-car, Avg Temp: 49.31, Avg Humidity: 83.22
Gateway: decade-interesting, Avg Temp: 38.92, Avg Humidity: 12.79
Gateway: establish-executive, Avg Temp: 21.66, Avg Humidity: 48.49
Gateway: seek-increase, Avg Temp: 16.54, Avg Humidity: 71.54
Gateway: indeed-across, Avg Temp: 8.93, Avg Humidity: 39.35
Gateway: finish, Avg Temp: 8.49, Avg Humidity: 40.67
Gateway: up-fast-not-wall, Avg Temp: 24.23, Avg Humidity: 66.23
Gateway: big-brother-century, Avg Temp: 48.92, Avg Humidity: 33.88
Gateway: nice-difficult-less, Avg Temp: 21.18, Avg Humidity: 78.84
Gateway: plant-weight-along, Avg Temp: 19.36, Avg Humidity: 77.55
Gateway: movement-republican, Avg Temp: -7.12, Avg Humidity: 56.06
Gateway: theory-sit-hand, Avg Temp: 26.40, Avg Humidity: 49.74
Gateway: writer-beyond, Avg Temp: -5.30, Avg Humidity: 31.70
Gateway: up-half-worker, Avg Temp: 1.90, Avg Humidity: 27.68
Gateway: lot-decision-those, Avg Temp: 18.60, Avg Humidity: 53.95
Gateway: if-both-economic, Avg Temp: 14.01, Avg Humidity: 87.00
Gateway: six-site-herself, Avg Temp: -0.21, Avg Humidity: 20.00
Gateway: conference-this, Avg Temp: 24.04, Avg Humidity: 36.63
Gateway: particular-mind, Avg Temp: 44.55, Avg Humidity: 84.08
Gateway: few-one-character, Avg Temp: 32.40, Avg Humidity: 36.00
Gateway: run-also-despite, Avg Temp: 23.99, Avg Humidity: 13.19
Gateway: tv-but-past-beat, Avg Temp: 38.80, Avg Humidity: 49.16
Gateway: can-then-factor-to, Avg Temp: 2.58, Avg Humidity: 36.77
Gateway: benefit-them-lead, Avg Temp: 48.17, Avg Humidity: 59.96
Gateway: federal-you-gas, Avg Temp: 14.22, Avg Humidity: 83.95
Gateway: husband-who, Avg Temp: -8.57, Avg Humidity: 62.34
Gateway: high-already-heart, Avg Temp: 38.86, Avg Humidity: 64.51
Gateway: direction-girl, Avg Temp: 27.67, Avg Humidity: 11.97
Gateway: born-various-upon, Avg Temp: 44.98, Avg Humidity: 74.43
Gateway: wonder-culture-run, Avg Temp: 2.14, Avg Humidity: 77.41
Gateway: court-red-station, Avg Temp: 27.86, Avg Humidity: 52.09
Gateway: store-field-find, Avg Temp: 7.69, Avg Humidity: 47.81
Gateway: as-suggest-every, Avg Temp: 23.70, Avg Humidity: 28.76
Gateway: its-international, Avg Temp: -9.59, Avg Humidity: 65.59
Gateway: bad-traditional, Avg Temp: 10.12, Avg Humidity: 14.76
Gateway: school-purpose, Avg Temp: 4.77, Avg Humidity: 57.43
Gateway: nearly-only-stage, Avg Temp: 3.30, Avg Humidity: 64.14
Gateway: draw-mother, Avg Temp: -7.85, Avg Humidity: 19.30
Gateway: goal-establish, Avg Temp: 32.81, Avg Humidity: 23.25
Gateway: cultural-year, Avg Temp: 6.18, Avg Humidity: 74.78
Gateway: actually, Avg Temp: 0.02, Avg Humidity: 19.43
Gateway: role-site-because, Avg Temp: 36.44, Avg Humidity: 62.79
Gateway: official-pull, Avg Temp: 18.15, Avg Humidity: 45.74
Gateway: pay-government, Avg Temp: 25.91, Avg Humidity: 79.32
Gateway: involve-point, Avg Temp: 29.96, Avg Humidity: 70.48
Gateway: mind-small-measure, Avg Temp: 26.26, Avg Humidity: 16.50
Gateway: democratic-school, Avg Temp: 22.24, Avg Humidity: 81.50
Gateway: sign-accept, Avg Temp: 34.73, Avg Humidity: 22.93
Gateway: mind-will-yes, Avg Temp: 26.65, Avg Humidity: 38.31
Gateway: voice-travel-at, Avg Temp: 36.89, Avg Humidity: 55.32
Gateway: house-whom-book, Avg Temp: 39.79, Avg Humidity: 42.61
Gateway: other-best-reason, Avg Temp: 35.52, Avg Humidity: 72.81
Gateway: that-spring-owner, Avg Temp: -4.02, Avg Humidity: 31.19
Gateway: news-clearly-mr, Avg Temp: 25.53, Avg Humidity: 81.75
Gateway: security-require, Avg Temp: 45.18, Avg Humidity: 66.84
Gateway: outside-lead-would, Avg Temp: 22.51, Avg Humidity: 75.39
Gateway: price-might-laugh, Avg Temp: 48.39, Avg Humidity: 87.47
Gateway: week-drug-light, Avg Temp: 9.12, Avg Humidity: 25.35
Gateway: writer-population, Avg Temp: 5.84, Avg Humidity: 19.50
Gateway: senior-happen, Avg Temp: -3.96, Avg Humidity: 34.56
Gateway: yourself-high-wrong, Avg Temp: 38.20, Avg Humidity: 42.61
Gateway: save-range-design, Avg Temp: -0.19, Avg Humidity: 57.98
Gateway: mother-others-music, Avg Temp: 6.26, Avg Humidity: 24.13
Gateway: well-free-live, Avg Temp: 4.84, Avg Humidity: 86.02
Gateway: figure-relationship, Avg Temp: 34.94, Avg Humidity: 78.09
Gateway: stuff-near, Avg Temp: 8.11, Avg Humidity: 75.65
Gateway: my-lawyer-too, Avg Temp: -1.97, Avg Humidity: 55.02
Gateway: major-agent-enjoy, Avg Temp: 30.77, Avg Humidity: 62.66
Gateway: story-each-pretty, Avg Temp: 36.17, Avg Humidity: 77.65
Gateway: population-cell, Avg Temp: 16.99, Avg Humidity: 74.22
Gateway: safe-successful, Avg Temp: 12.70, Avg Humidity: 62.17
Gateway: on-stop-couple, Avg Temp: 48.79, Avg Humidity: 13.46
Gateway: part-military-run, Avg Temp: -1.96, Avg Humidity: 66.47
Gateway: article-best, Avg Temp: 42.57, Avg Humidity: 80.47
Gateway: successful-little, Avg Temp: 35.93, Avg Humidity: 52.46
Gateway: human-blood-sit, Avg Temp: -5.22, Avg Humidity: 34.84
Gateway: news-important, Avg Temp: 30.01, Avg Humidity: 30.47
Gateway: center-end-social, Avg Temp: 5.43, Avg Humidity: 50.74
Gateway: nation-despite-ok, Avg Temp: 10.62, Avg Humidity: 76.16
Gateway: foreign-western-key, Avg Temp: 36.53, Avg Humidity: 78.47
Gateway: woman-reason, Avg Temp: 10.32, Avg Humidity: 60.40
Gateway: them-though-follow, Avg Temp: 15.87, Avg Humidity: 41.73
Gateway: than-today-hair, Avg Temp: 44.39, Avg Humidity: 11.50
Gateway: natural-second, Avg Temp: 40.20, Avg Humidity: 26.08
Gateway: position-get-value, Avg Temp: 13.29, Avg Humidity: 30.13
Gateway: high-different, Avg Temp: 6.46, Avg Humidity: 30.70
Gateway: music-newspaper, Avg Temp: 34.10, Avg Humidity: 76.41
Gateway: be-point-learn, Avg Temp: 3.11, Avg Humidity: 63.97
Gateway: hard-necessary, Avg Temp: -9.10, Avg Humidity: 88.36
Gateway: coach-often-involve, Avg Temp: -1.92, Avg Humidity: 62.71
Gateway: including-truth, Avg Temp: 18.08, Avg Humidity: 72.74
Gateway: those-boy-get, Avg Temp: -0.29, Avg Humidity: 61.41
Gateway: foot-similar, Avg Temp: -8.25, Avg Humidity: 78.86
Gateway: accept-occur-expect, Avg Temp: -6.16, Avg Humidity: 22.05
Gateway: build-kitchen, Avg Temp: 7.49, Avg Humidity: 55.41
Gateway: likely-energy, Avg Temp: 12.61, Avg Humidity: 52.16
Gateway: protect-ball, Avg Temp: 32.44, Avg Humidity: 31.34
Gateway: set-just-difficult, Avg Temp: 45.23, Avg Humidity: 60.10
Gateway: stage-pick-happy, Avg Temp: 47.85, Avg Humidity: 31.84
Gateway: state-father-lead, Avg Temp: 6.36, Avg Humidity: 81.57
Gateway: baby-per-interview, Avg Temp: 40.77, Avg Humidity: 40.21
Gateway: course-piece-anyone, Avg Temp: 9.29, Avg Humidity: 80.81
Gateway: likely-way-animal, Avg Temp: 13.40, Avg Humidity: 45.45
Gateway: recent-matter-role, Avg Temp: 11.28, Avg Humidity: 71.22
Gateway: on-herself-vote-son, Avg Temp: 1.50, Avg Humidity: 24.34
Gateway: career-these-travel, Avg Temp: 31.24, Avg Humidity: 70.46
Gateway: tend-me-third-bag, Avg Temp: 36.66, Avg Humidity: 59.43
Gateway: total-mind-hit, Avg Temp: 33.82, Avg Humidity: 53.00
Gateway: lay-less-rich-start, Avg Temp: 9.36, Avg Humidity: 21.84
Gateway: week-level-could, Avg Temp: 28.56, Avg Humidity: 50.45
Gateway: central-common, Avg Temp: 24.24, Avg Humidity: 26.76
Gateway: line-state-pass-go, Avg Temp: 28.92, Avg Humidity: 52.94
Gateway: take-strategy-pull, Avg Temp: -6.30, Avg Humidity: 15.45
Gateway: report-cut-up, Avg Temp: 9.57, Avg Humidity: 19.83
Gateway: finally-food, Avg Temp: 29.00, Avg Humidity: 28.89
Gateway: bank-radio-radio, Avg Temp: 19.89, Avg Humidity: 80.92
Gateway: drive-material, Avg Temp: 48.43, Avg Humidity: 85.73
Gateway: according-similar, Avg Temp: 6.33, Avg Humidity: 59.47
Gateway: deep-low-candidate, Avg Temp: -2.46, Avg Humidity: 67.16
Gateway: mission-range-wife, Avg Temp: -5.70, Avg Humidity: 41.47
Gateway: method-deal-task, Avg Temp: 21.01, Avg Humidity: 69.98
Gateway: wife-add-tonight, Avg Temp: -9.06, Avg Humidity: 15.19
Gateway: spend-better-agree, Avg Temp: 4.91, Avg Humidity: 79.87
Gateway: our-east-sure-quite, Avg Temp: 5.23, Avg Humidity: 14.71
Gateway: film-once-affect, Avg Temp: 20.74, Avg Humidity: 60.12
Gateway: change-actually, Avg Temp: 4.41, Avg Humidity: 49.69
Gateway: catch-watch-draw, Avg Temp: -6.79, Avg Humidity: 69.26
Gateway: if-senior-push, Avg Temp: 33.92, Avg Humidity: 52.84
Gateway: term-color-note, Avg Temp: 14.34, Avg Humidity: 74.65
Gateway: part-movement-with, Avg Temp: 25.60, Avg Humidity: 87.80
Gateway: hit-american-white, Avg Temp: 1.43, Avg Humidity: 55.36
Gateway: grow-its-impact, Avg Temp: 30.53, Avg Humidity: 52.45
Gateway: live-group-rock-new, Avg Temp: 46.56, Avg Humidity: 29.85
Gateway: century-pull, Avg Temp: 1.22, Avg Humidity: 38.94
Gateway: matter-long-defense, Avg Temp: -3.54, Avg Humidity: 37.89
Gateway: protect-political, Avg Temp: -9.62, Avg Humidity: 89.65
Gateway: away-account-of, Avg Temp: 43.90, Avg Humidity: 56.41
Gateway: usually-form-any, Avg Temp: 27.62, Avg Humidity: 41.72
Gateway: example-already, Avg Temp: -0.75, Avg Humidity: 19.16
Gateway: east-reason-help, Avg Temp: 19.46, Avg Humidity: 69.35
Gateway: although-about-down, Avg Temp: 29.70, Avg Humidity: 18.16
Gateway: old-on-challenge, Avg Temp: 35.58, Avg Humidity: 63.73
Gateway: rest-prevent-face, Avg Temp: 34.60, Avg Humidity: 54.54
Gateway: manage-move-power, Avg Temp: -3.66, Avg Humidity: 30.81
Gateway: major-we-central, Avg Temp: 30.42, Avg Humidity: 78.36
Gateway: factor-my-finish, Avg Temp: 24.63, Avg Humidity: 18.78
Gateway: over-choice-soldier, Avg Temp: 40.94, Avg Humidity: 31.25
Gateway: artist-world-build, Avg Temp: 28.31, Avg Humidity: 25.97
Gateway: fly-tend-similar, Avg Temp: 39.99, Avg Humidity: 55.15
Gateway: answer-wrong-sign, Avg Temp: -7.55, Avg Humidity: 37.10
Gateway: couple-air-already, Avg Temp: 32.42, Avg Humidity: 34.14
Gateway: perhaps-final, Avg Temp: 40.05, Avg Humidity: 50.34
Gateway: sing-type-person, Avg Temp: 8.68, Avg Humidity: 21.15
Gateway: decide-add-hard, Avg Temp: 39.83, Avg Humidity: 12.16
Gateway: fast-stay-physical, Avg Temp: 30.93, Avg Humidity: 55.07
Gateway: sort-at-build-carry, Avg Temp: 26.67, Avg Humidity: 23.63
Gateway: rest-officer, Avg Temp: 9.77, Avg Humidity: 67.71
Gateway: character-rule, Avg Temp: 45.84, Avg Humidity: 15.34
Gateway: today-picture, Avg Temp: 20.49, Avg Humidity: 60.96
Gateway: kid-few-early, Avg Temp: 22.57, Avg Humidity: 22.01
Gateway: single-return-lay, Avg Temp: -3.37, Avg Humidity: 21.63
Gateway: project-also, Avg Temp: 25.29, Avg Humidity: 80.58
Gateway: wall-head-foreign, Avg Temp: 5.18, Avg Humidity: 77.45
Gateway: letter-far-person, Avg Temp: 0.25, Avg Humidity: 86.63
Gateway: process-check, Avg Temp: 18.13, Avg Humidity: 71.67
Gateway: history-cause, Avg Temp: 26.91, Avg Humidity: 63.18
Gateway: list-candidate, Avg Temp: 43.64, Avg Humidity: 11.79
Gateway: bad-within-six-show, Avg Temp: 45.26, Avg Humidity: 38.75
Gateway: improve-media-young, Avg Temp: 17.41, Avg Humidity: 28.90
Gateway: store-garden-rich, Avg Temp: 43.11, Avg Humidity: 77.20
Gateway: else-image-office, Avg Temp: -8.51, Avg Humidity: 80.27
Gateway: gun-yeah-until-leg, Avg Temp: 12.89, Avg Humidity: 38.07
Gateway: media-walk-either, Avg Temp: -6.39, Avg Humidity: 12.24
Gateway: explain-including, Avg Temp: 2.92, Avg Humidity: 55.21
Gateway: bed-weight-federal, Avg Temp: -8.45, Avg Humidity: 56.36
Gateway: upon-north-research, Avg Temp: 40.79, Avg Humidity: 63.53
